kingdom	phylum	family	genus	specificepithet	country	stateprovince	county
animalia	brachiopoda	spiriferidae	Neospirifer	dunbari	United States	Kansas	Montgomery
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	North Carolina	Mitchell - Unicoi
plantae	dicotyledon	asteraceae	Mikania	congesta	Brasil	Pará	Oriximinã
plantae	tracheophyta	asteraceae	Dyssodia	papposa	United States	Missouri	Stone
plantae	rhodophyta	corallinaceae	Jania	subulata	United States	Texas	Nueces
fungi	fungi	family unknown	Sterile	sorediate crust	Canada	Quebec	M.R.C. De La Haute-Gaspésie
animalia	arthropoda	apidae	Bombus	kirbyellus	United States	Colorado	Clear Creek
plantae	dicotyledon	asteraceae	Mikania	reticulata	Brasil	Minas Gerais	Diamantina
fungi	ascomycota	cladoniaceae	Cladonia	peziziformis	United States	Vermont	No Data
fungi	basidiomycota	pucciniaceae	Puccinia	minussensis	United States	South Dakota	Walworth
animalia	arthropoda	formicidae	Myrmica	detritinodis	United States	Maine	Hancock
animalia	arthropoda	apidae	Bombus	bimaculatus	United States	Ohio	Warren
animalia	arthropoda	apidae	Bombus	ternarius	United States	Wisconsin	Lincoln Co.
animalia	chordata	cricetidae	Peromyscus	truei	United States	California	Kern County
plantae	spermatophyta	asteraceae	Stebbinsoseris	heterocarpa	United States	California	San Luis Obispo County
plantae	bryophyta	sphagnaceae	Sphagnum	rubellum	United States	New York	Franklin
animalia	arthropoda	carabidae	Calathus	calathus ruficollis	United States	California	San Diego County
fungi	ascomycota	cladoniaceae	Cladonia	coccifera	Norway	Rogaland	H?
animalia	chordata	cyprinidae	Notropis	rubricroceus	United States	North Carolina	Henderson
plantae	spermatophyta	asteraceae	Dieteria	asteroides	Mexico	Baja California	Ensenada Municipality
plantae	spermatophyta	fabaceae	Trifolium	pratense	United States	Minnesota	Carlton
fungi	zygomycota	mucoraceae	Pirella	circinans	United States	California	Butte
plantae	bryophyta	dicranaceae	Leucobryum	glaucum	United States	Michigan	Cheboygan
plantae	magnoliophyta	asteraceae	Coreopsis	rosea	United States	New York	Suffolk Co.
animalia	arthropoda	formicidae	Lasius	sitiens	United States	New Mexico	Rio Arriba
animalia	brachiopoda	rugosochonetidae	Mesolobus	mesolobus	United States	Oklahoma	Johnston
plantae	marchantiophyta	lejeuneaceae	Rectolejeunea	denudata	Venezuela	Mérida	Campo Elias
fungi	basidiomycota	pucciniaceae	Puccinia	vaginata	Norway	Trøndelag	Midtre Gauldal
animalia	arthropoda	apidae	Bombus	insularis	United States	Oregon	Benton
plantae	charophyta	characeae	Chara	vulgaris	United States	Michigan	Mecosta
animalia	annelida	nereididae	Nereis	vexillosa	United States	Washington	San Juan County
plantae	spermatophyta	fabaceae	Lupinus	albifrons	United States	California	Butte
plantae	spermatophyta	fabaceae	Lupinus	caespitosus	United States	Colorado	Routt
plantae	marchantiophyta	scapaniaceae	Scapania	undulata	United States	Louisiana	Natchitoches
plantae	chlorophyta	caulerpaceae	Caulerpa	sedoides	Australia	South Australia	District Council Of Grant
animalia	arthropoda	formicidae	Pogonomyrmex	barbatus	United States	Texas	Kleberg
plantae	spermatophyta	asteraceae	Encelia	palmeri	Mexico	Sonora	Hermosillo Municipality
plantae	chlorophyta	cladophoraceae	Chaetomorpha	linum	United States	Connecticut	New London
plantae	rhodophyta	ceramiaceae	Ceramium	diaphanum	United States	Florida	Saint Johns Co.
animalia	arthropoda	apidae	Scaptotrigona	pectoralis	Mexico	Chiapas	San Juan Cancuc
plantae	spermatophyta	orchidaceae	Liparis	luteola	China	Sichuan	Nanchong County
animalia	arthropoda	carabidae	Chlaenius	sericeus	United States	Utah	Wayne
plantae	spermatophyta	orchidaceae	Malaxis	unifolia	United States	North Carolina	Beaufort
plantae	marchantiophyta	lejeuneaceae	Lejeunea	flava	United States	Georgia	Liberty
fungi	ascomycota	parmeliaceae	Pseudephebe	minuscula	Norway	Buskerud	Hol
plantae	rhodophyta	rhodomelaceae	Polysiphonia	denudata	United States	New Hampshire	Rockingham
plantae	marchantiophyta	frullaniaceae	Frullania	riparia	United States	Indiana	Putnam
plantae	chlorophyta	ulvaceae	Ulva	californica	United States	California	Los Angeles County
fungi	zygomycota	rhizopodaceae	Rhizopus	arrhizus	United States	Georgia	Tift
plantae	chlorophyta	cladophoraceae	Cladophora	flexuosa	United States	Maine	Hancock County
plantae	spermatophyta	asteraceae	Arnica	dealbata	United States	California	Tuolumne County
animalia	arthropoda	apidae	Anthophora	affabilis	United States	Utah	Tooele
animalia	echinodermata	holothuriidae	Holothuria	edulis	Federated States Of Micronesia	Kosrae State	Kosrae Island
animalia	chordata	cyprinidae	Notropis	chalybaeus	United States	Florida	Okaloosa
plantae	spermatophyta	orchidaceae	Malaxis	unifolia	United States	Tennessee	Grundy
animalia	arthropoda	apidae	Bombus	caliginosus	United States	California	Tulare County
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Maryland	Montgomery Co.
plantae	magnoliophyta	fabaceae	Dalea	albiflora	United States	Arizona	Gila
animalia	brachiopoda	rugosochonetidae	Lissochonetes	superba	United States	Texas	San Saba
plantae	magnoliophyta	asteraceae	Lactuca	canadensis	United States	Wisconsin	Burnett
plantae	tracheophyta	poaceae	Paspalum	floridanum	United States	Louisiana	Saint Tammany
fungi	glomeromycota	glomeraceae	Funneliformis	geosporum	Mexico	Veracruz De Ignacio De La Llave	Soteapan
animalia	chordata	cyprinidae	Chrosomus	erythrogaster	United States	Tennessee	Hickman County
animalia	cnidaria	acroporidae	Diplocoenia	rotularis	France	Lorraine	Meuse
plantae	tracheophyta	poaceae	Ctenium	aromaticum	United States	South Carolina	Dorchester
fungi	basidiomycota	pucciniaceae	Uromyces	lineolatus	United States	Iowa	Story
plantae	rhodophyta	rhodomelaceae	Odonthalia	floccosa	United States	California	Del Norte
plantae	magnoliophyta	poaceae	Danthonia	spicata	United States	North Carolina	Madison
animalia	echinodermata	amphiuridae	Amphiodia	psara	United States	California	Santa Barbara County
animalia	arthropoda	carabidae	Cicindela	repanda	United States	Texas	Cherokee
plantae	rhodophyta	ceramiaceae	Ceramium	virgatum	Norway	Agder	Lindesnes
plantae	bryophyta	sphagnaceae	Sphagnum	magellanicum	Sweden	Skåne	Osby
plantae	bryophyta	sphagnaceae	Sphagnum	platyphyllum	United States	Alaska	Kenai Peninsula
animalia	arthropoda	formicidae	Nylanderia	natalenis	United States	Florida	Orange
fungi	basidiomycota	pucciniaceae	Puccinia	xanthii	United States	New York	Delaware Co.
animalia	chordata	plethodontidae	Plethodon	kentucki	United States	Kentucky	Harlan Co
fungi	basidiomycota	agaricaceae	Lepiota	alluviina	United States	Iowa	Dickinson
plantae	magnoliophyta	poaceae	Phleum	pratense	United States	Kentucky	Madison
animalia	brachiopoda	spirigerellidae	Composita	subtilita	United States	Texas	Palo Pinto County
plantae	marchantiophyta	scapaniaceae	Scapania	mucronata	Canada	Ontario	Peterborough
fungi	basidiomycota	pucciniaceae	Puccinia	tanaceti	United States	Kansas	Rooks
plantae	marchantiophyta	scapaniaceae	Diplophyllum	albicans	United States	Alaska	Aleutians West
plantae	spermatophyta	fabaceae	Lathyrus	palustris	United States	Minnesota	Nicollet
plantae	tracheophyta	asteraceae	Pectis	papposa	United States	Texas	El Paso County
fungi	zygomycota	mucoraceae	Mucor	capitatoramosus	United States	Pennsylvania	Chester
plantae	marchantiophyta	scapaniaceae	Lophozia	ventricosa	United States	New York	Essex Co.
animalia	mollusca	unionidae	Fusconaia	flava	United States	Missouri	Henry
plantae	bryophyta	dicranaceae	Leucobryum	glaucum	United States	Arkansas	Faulkner Co.
fungi	ascomycota	physciaceae	Buellia	punctata	Canada	Ontario	Peterborough Co. (On)
animalia	echinodermata	holothuriidae	Holothuria	difficilis	Mariana Islands	Guam	Guam Island
plantae	tracheophyta	poaceae	Pleuropogon	hooverianus	United States	California	Mendocino
plantae	rhodophyta	ceramiaceae	Ceramium	strictum	United States	Maine	Washington
animalia	mollusca	muricidae	Calotrophon	ostrearum	United States	Florida	De Soto County
plantae	charophyta	fabaceae	Trifolium	pratense	United States	Massachusetts	Hampden
plantae	tracheophyta	fabaceae	Spartium	junceum	United States	California	Los Angeles
plantae	magnoliophyta	poaceae	Setaria	magna	United States	New Jersey	Cape May
animalia	arthropoda	formicidae	Neivamyrmex	swainsonii	United States	Arizona	Yavapai
animalia	chordata	cyprinidae	Hybopsis	amnis	United States	Illinois	Will
plantae	chlorophyta	caulerpaceae	Caulerpa	ashmeadii	United States	Florida	Citrus
plantae	marchantiophyta	scapaniaceae	Diplophyllum	apiculatum	United States	Illinois	Pope
plantae	charophyta	characeae	Nitella	flexilis	United States	New York	Saratoga
fungi	ascomycota	physciaceae	Physconia	detersa	United States	Arizona	Apache
fungi	basidiomycota	polyporaceae	Polyporus	odorus	United States	New York	Lewis
plantae	magnoliophyta	asteraceae	Bidens	vulgata	United States	Pennsylvania	Lehigh
plantae	tracheophyta	fabaceae	Desmodium	glutinosum	United States	Wisconsin	Grant
animalia	mollusca	unionidae	Pyganodon	fragilis	United States	Minnesota	Itasca
animalia	cnidaria	plexauridae	Muricea	sp.	United States	Florida	Monroe County
animalia	porifera	halichondriidae	Halichondria	bowerbanki	United States	California	Santa Barbara County
fungi	basidiomycota	agaricaceae	Lepiota	cristata	United States	California	Marin
plantae	rhodophyta	corallinaceae	Jania	constricta	Marshall Islands	Ralik	Kili/Bikini/Ejit (Mun.)
plantae	tracheophyta	asteraceae	Bidens	frondosa	United States	South Dakota	Codington
animalia	echinodermata	holothuriidae	Holothuria	rigida	Mariana Islands	Guam	Guam Island
fungi	basidiomycota	pucciniaceae	Aecidium	impatientis	United States	Illinois	Mclean
animalia	echinodermata	holothuriidae	Actinopyga	lecanora	Japan	Ryukyu Islands	Okinawa Island
plantae	bryophyta	pottiaceae	Weissia	wimmeriana	Norway	Innlandet	Vågå
plantae	spermatophyta	asteraceae	Conyza	bonariensis	United States	California	Los Angeles County
animalia	arthropoda	formicidae	Formica	occulta	United States	New Mexico	Catron
fungi	ascomycota	cladoniaceae	Cladonia	furcata	Germany	Rheinland-Pfalz	Ahreifel
plantae	tracheophyta	fabaceae	Aeschynomene	fluminensis	Bolivia	Santa Cruz	Ñuflo De Chávez (Prov.)
fungi	zygomycota	legeriomycetaceae	Smittium	simulii	United States	Montana	Lake
plantae	rhodophyta	ceramiaceae	Ceramium	virgatum	Denmark	Kattegat Central	Km
plantae	dicotyledon	myrtaceae	Eugenia	muricata	Brasil	Amazonas	Alvarães
plantae	marchantiophyta	scapaniaceae	Scapania	nemorosa	United States	California	Marin Co.
plantae	marchantiophyta	scapaniaceae	Lophozia	longiflora	United States	New Hampshire	Coos Co.
animalia	mollusca	unionidae	Ligumia	recta	United States	Michigan	Kent
animalia	chordata	plethodontidae	Plethodon	glutinosus	United States	Georgia	Floyd
plantae	magnoliophyta	fabaceae	Trifolium	repens	United States	Illinois	Vermilion
animalia	porifera	chalinidae	Haliclona	canaliculata	United States	Massachusetts	Barnstable County
animalia	chordata	cyprinidae	Semotilus	atromaculatus	United States	Ohio	Delaware
plantae	bryophyta	dicranaceae	Dicranella	heteromalla	United States	Kentucky	Floyd
animalia	arthropoda	apidae	Bombus	sitkensis	Canada	British Columbia	None, Unknown Or Numbered Census Division
plantae	spermatophyta	asteraceae	Conyza	canadensis	United States	North Carolina	Avery
animalia	arthropoda	formicidae	Eciton	hamatum	Mexico	Campeche	Calakmul
plantae	tracheophyta	poaceae	Hordeum	marinum	United States	California	Lassen County
plantae	magnoliophyta	poaceae	Setaria	glauca	United States	Illinois	Perry
animalia	chordata	plethodontidae	Plethodon	cylindraceus	United States	Tennessee	Johnson
fungi	ascomycota	physciaceae	Rinodina	occulta	Norway	Møre Og Romsdal	Rauma
plantae	spermatophyta	fabaceae	Lathyrus	venosus	United States	Louisiana	Lincoln
animalia	bryozoa	fenestellidae	Fenestella	sp	United States	Utah	Millard County
plantae	tracheophyta	poaceae	Panicum	wilcoxianum	United States	Minnesota	Kittson
plantae	bryophyta	dicranaceae	Dicranum	fulvum	United States	North Carolina	Stanly Co.
animalia	brachiopoda	spirigerellidae	Composita	acinus	United States	Oklahoma	Adair
plantae	marchantiophyta	frullaniaceae	Frullania	fragilifolia	Italy	Friuli-Venezia Giulia	Gorizia
plantae	spermatophyta	asteraceae	Liatris	punctata	United States	Minnesota	Nicollet
plantae	spermatophyta	fabaceae	Lupinus	sulphureus	United States	Washington	Grant
plantae	spermatophyta	asteraceae	Bebbia	juncea	United States	California	Ventura County
animalia	arthropoda	apidae	Ceratina	nanula	United States	Utah	Garfield
animalia	mollusca	muricidae	Ceratostoma	foliatum	United States	California	San Mateo County
animalia	chordata	cricetidae	Myodes	gapperi	United States	New York	Greene
fungi	ascomycota	physciaceae	Cyphelium	inquinans	Sweden	Hälsingland	Norrala
plantae	magnoliophyta	poaceae	Spartina	patens	United States	New Jersey	Cape May
animalia	bryozoa	smittinidae	Parasmittina	collum	United States	North Carolina	Pender County
plantae	tracheophyta	fabaceae	Mimosa	strigillosa	United States	Florida	Bay
animalia	echinodermata	ophiuridae	Ophiura	furiae	Denmark	Central Denmark Region	Skive Municipality
fungi	basidiomycota	agaricaceae	Bovista	nigrescens	Norway	Trøndelag	Grong
fungi	basidiomycota	agaricaceae	Lycoperdon	calyptriforme	Norway	Nordland	Beiarn
animalia	mollusca	veneridae	Chione	cancellata	United States	Florida	Hendry
plantae	magnoliophyta	asteraceae	Coreopsis	gladiata	United States	Georgia	Toombs County
fungi	cyanobacteria	scytonemataceae	Scytonema	myochroum	United States	Virginia	Montgomery County
fungi	basidiomycota	agaricaceae	Agaricus	campestris	United States	Colorado	Boulder
fungi	ascomycota	cladoniaceae	Cladonia	uncialis	United States	Wisconsin	Adams
plantae	spermatophyta	orchidaceae	Bulbophyllum	candidum	China	Yunnan	Longyang District
animalia	brachiopoda	spirigerellidae	Composita	ozarkana	United States	Oklahoma	Mayes
plantae	bryophyta	pottiaceae	Bryoerythrophyllum	recurvirostrum	Norway	Trøndelag	Nærøysund
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	United States	Wisconsin	Columbia
plantae	chlorophyta	cladophoraceae	Chaetomorpha	aerea	United States	Maine	Cumberland
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Florida	Escambia County
fungi	basidiomycota	polyporaceae	Poria	regularis	United States	Georgia	Charlton
animalia	arthropoda	formicidae	Lasius	arizonicus	United States	Arizona	Cochise
plantae	charophyta	poaceae	Echinochloa	muricata	United States	Vermont	Chittenden
fungi	basidiomycota	pucciniaceae	Puccinia	abrupta	United States	Arizona	Santa Cruz
plantae	spermatophyta	orchidaceae	Maxillaria	jamesonii	Ecuador	Zamora Chinchipe	El Pangui
fungi	ascomycota	parmeliaceae	Parmotrema	submarginale	United States	North Carolina	Swain
plantae	tracheophyta	poaceae	Olyra	latifolia	Brazil	Amapá	Macapá Mun.
fungi	ascomycota	cladoniaceae	Cladonia	cristatella	United States	Michigan	Keweenaw
fungi	basidiomycota	agaricaceae	Calvatia	pallida	United States	California	Los Angeles Co.
plantae	chlorophyta	ulvaceae	Ulva	myriotrema	France	Bretagne	Finistère
fungi	basidiomycota	polyporaceae	Polyporus	arcularius	United States	Michigan	Washtenaw
animalia	mollusca	muricidae	Phyllonotus	globosus	United States	Florida	Hendry County
fungi	ascomycota	cladoniaceae	Cladonia	caroliniana	United States	Illinois	Pope
plantae	tracheophyta	fabaceae	Diphysa	yucatanensis	Mexico	Campeche	Hecelchakan
animalia	mollusca	unionidae	Amblema	plicata	United States	Iowa	Des Moines County
animalia	chordata	cricetidae	Reithrodontomys	megalotis	United States	California	San Diego
animalia	arthropoda	carabidae	Cicindela	formosa	United States	Oklahoma	Haskell
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Virginia	Prince William
fungi	ascomycota	cladoniaceae	Cladonia	pleurota	United States	Maryland	Prince George'S
plantae	bryophyta	sphagnaceae	Sphagnum	imbricatum	United States	Mississippi	Stone Co.
plantae	dicotyledon	myrtaceae	Eugenia	patens	Brasil	Amazonas	Barcelos
fungi	basidiomycota	polyporaceae	Hapalopilus	nidulans	Sweden	Vã¤Stergã¶Tland	Sankt Peder
plantae	rhodophyta	rhodomelaceae	Amplisiphonia	pacifica	United States	California	Los Angeles County
plantae	dicotyledon	asteraceae	Mikania	polystachya	Brasil	Pará	Serra Dos Carajás
plantae	magnoliophyta	fabaceae	Dalea	filiformis	United States	New Mexico	Grant Co.
fungi	ascomycota	parmeliaceae	Parmotrema	tinctorium	United States	Florida	Wakulla
plantae	magnoliophyta	poaceae	Echinochloa	walteri	United States	Virginia	Essex
animalia	echinodermata	holothuriidae	Bohadschia	vitiensis	Federated States Of Micronesia	Yap State	Yap Island
animalia	chordata	cyprinidae	Agosia	chrysogaster	United States	Arizona	Cochise
animalia	arthropoda	apidae	Nannotrigona	perilampoides	Mexico	Yucatan	Tzucacab
plantae	marchantiophyta	frullaniaceae	Frullania	dilatata	Norway	Aust-Agder	Arendal
fungi	glomeromycota	glomeraceae	Glomus	rubiforme	United States	Oregon	Curry
plantae	marchantiophyta	scapaniaceae	Lophozia	laxa	United States	Michigan	Chippewa
plantae	magnoliophyta	poaceae	Setaria	lutescens	United States	Pennsylvania	Dauphin
plantae	dicotyledon	myrtaceae	Eugenia	sulcata	Brasil	Paraná	Morretes
plantae	charophyta	characeae	Chara	globularis	United States	Illinois	Menard Co.
plantae	chlorophyta	caulerpaceae	Caulerpa	chemnitzia	United States	Florida	Pinellas
plantae	tracheophyta	poaceae	Sporobolus	airoides	United States	California	San Bernardino
fungi	basidiomycota	pucciniaceae	Uromyces	dactylidis	Norway	Vestland	Bergen
animalia	arthropoda	apidae	Ceratina	acantha	United States	California	Sanbenito
plantae	bryophyta	dicranaceae	Dicranum	drummondii	United States	Maine	Oxford Co.
fungi	ascomycota	parmeliaceae	Platismatia	norvegica	Canada	Nova Scotia	Inverness
plantae	charophyta	characeae	Nitella	oligospira	United States	Massachusetts	Barnstable
animalia	mollusca	unionidae	Lampsilis	cardium	United States	Illinois	Champaign
animalia	chordata	cricetidae	Microtus	longicaudus	United States	Washington	Whitman
plantae	bryophyta	sphagnaceae	Sphagnum	rubellum	United States	Maine	Kennebec Co.
plantae	dicotyledon	myrtaceae	Myrcia	eximia	Brasil	Mato Grosso	Sinop
animalia	porifera	chalinidae	Haliclona	pedunculata	United States	Oregon	Coos County
plantae	spermatophyta	fabaceae	Leucaena	latisiliqua	United States	Florida	Monroe
animalia	arthropoda	carabidae	Bembidion	americanum	United States	New Jersey	Gloucester
animalia	chordata	cyprinidae	Semotilus	atromaculatus	United States	South Dakota	Shannon
fungi	basidiomycota	agaricaceae	Lepiota	flammeatincta	United States	Idaho	Clearwater
plantae	marchantiophyta	scapaniaceae	Scapania	undulata	United States	Washington	Pierce Co.
plantae	spermatophyta	fabaceae	Pueraria	montana	China	Yunnan	Gongshan Autonomous County
animalia	mollusca	veneridae	Leukoma	staminea	United States	California	Kings County
fungi	ascomycota	cladoniaceae	Cladonia	rangiferina	Canada	Ontario	Thunder Bay
plantae	charophyta	poaceae	Bromus	secalinus	United States	Rhode Island	Providence County
plantae	charophyta	fabaceae	Trifolium	aureum	United States	New Hampshire	Belknap
plantae	spermatophyta	fabaceae	Trifolium	arvense	United States	Virginia	Southampton
plantae	magnoliophyta	fabaceae	Senna	covesii	United States	Arizona	Maricopa Co.
fungi	ascomycota	physciaceae	Amandinea	punctata	Canada	Alberta	Division No. 9
fungi	ascomycota	cladoniaceae	Cladonia	chlorophaea	Norway	Finnmark	Berlevåg
fungi	basidiomycota	polyporaceae	Perenniporia	medulla-panis	Sweden	Skã¥Ne	Dalby
animalia	mollusca	veneridae	Callista	albaria	United States	North Carolina	Craven County
plantae	charophyta	poaceae	Avena	sativa	United States	New Hampshire	Grafton
animalia	porifera	halichondriidae	Hymeniacidon	sinapium	United States	California	San Diego County
plantae	tracheophyta	fabaceae	Astragalus	phoenix	United States	Nevada	Nye
plantae	marchantiophyta	scapaniaceae	Anastrepta	orcadensis	Sweden	Småland (Inre)	Hult
plantae	tracheophyta	fabaceae	Cajanus	cajan	Mexico	Chiapas	Tila
plantae	tracheophyta	asteraceae	Symphyotrichum	drummondii	United States	Massachusetts	Middlesex County
fungi	ascomycota	cladoniaceae	Cladonia	gracilis	United States	Pennsylvania	Schuylkill
fungi	basidiomycota	agaricaceae	Cystoderma	carcharias	Norway	Viken	Drammen
plantae	tracheophyta	fabaceae	Amorpha	canescens	United States	Illinois	Mchenry
plantae	spermatophyta	asteraceae	Stevia	serrata	United States	New Mexico	Grant
plantae	chlorophyta	cladophoraceae	Cladophora	glomerata	Denmark	The Sound	Su
plantae	charophyta	characeae	Chara	vulgaris	United States	Minnesota	Cass
fungi	basidiomycota	polyporaceae	Poria	luteoalba	United States	Maryland	Prince Georges
fungi	basidiomycota	agaricaceae	Lepiota	cristata	United States	Illinois	Union
plantae	charophyta	poaceae	Cinna	latifolia	United States	Vermont	Lamoille
animalia	arthropoda	carabidae	Ardistomis	schaumii	United States	Texas	Fort Bend
plantae	spermatophyta	orchidaceae	Cleistes	bifaria	United States	North Carolina	Carteret
animalia	brachiopoda	rugosochonetidae	Chonetinella	flemingi	United States	Missouri	Jackson
animalia	porifera	chalinidae	Chalinula	ecbasis	United States	California	Santa Barbara County
animalia	chordata	cyprinidae	Rhinichthys	atratulus	United States	Pennsylvania	Philadelphia Co.
fungi	basidiomycota	polyporaceae	Panus	neostrigosus	United States	Florida	Citrus
plantae	marchantiophyta	lejeuneaceae	Euosmolejeunea	duriuscula	United States	Florida	Orange
fungi	basidiomycota	agaricaceae	Agaricus	subalachuanus	United States	Florida	Alachua
plantae	magnoliophyta	poaceae	Elymus	canadensis	United States	Nebraska	Kearney
plantae	magnoliophyta	fabaceae	Lupinus	argenteus	United States	Nevada	Eureka
plantae	tracheophyta	fabaceae	Psoralidium	tenuiflorum	United States	Colorado	Larimer
animalia	mollusca	veneridae	Mercenaria	mercenaria	United States	Delaware	Sussex County
fungi	basidiomycota	pucciniaceae	Puccinia	brachypodii	United States	Pennsylvania	Lawrence
plantae	rhodophyta	ceramiaceae	Pterothamnion	plumula	Denmark	Lillebælt	Lb
plantae	charophyta	characeae	Nitella	tenuissima	United States	South Carolina	Lexington Co.
animalia	arthropoda	formicidae	Lasius	alienus	United States	California	San Bernardino County
fungi	ascomycota	parmeliaceae	Usnea	barbata	United States	Wyoming	Laramie
animalia	cnidaria	acroporidae	Astreopora	antiguensis	United States	Georgia	Decatur County
animalia	cnidaria	faviidae	Solenastrea	bournoni	United States	Florida	Desoto County
fungi	basidiomycota	pucciniaceae	Uromyces	seditiosus	United States	Tennessee	Weakley
plantae	spermatophyta	fabaceae	Lathyrus	palustris	United States	California	Humboldt County
plantae	bryophyta	sphagnaceae	Sphagnum	inexspectatum	Norway	Trøndelag	Namsskogan
plantae	chlorophyta	cladophoraceae	Cladophora	glomerata	Sweden	Västergötland	Sandhem
animalia	echinodermata	holothuriidae	Holothuria	edulis	Australia	Cocos (Keeling) Islands	Direction Island
fungi	basidiomycota	agaricaceae	Calbovista	subsculpta	United States	California	El Dorado
animalia	mollusca	unionidae	Lampsilis	cardium	United States	Illinois	Kane
fungi	fungi	family unknown	Sterile	sorediate crust	United States	North Carolina	Mitchell Co.
plantae	chlorophyta	cladophoraceae	Cladophora	indet.	United States	Rhode Island	Newport
plantae	rhodophyta	ceramiaceae	Ceramium	virgatum	United States	Maine	Lincoln
plantae	rhodophyta	rhodomelaceae	Polysiphonia	foetidissima	Mexico	Tamaulipas	Matamoros
plantae	bryophyta	sphagnaceae	Sphagnum	strictum	United States	Florida	Orange County
plantae	tracheophyta	fabaceae	Caesalpinia	phyllanthoides	United States	Texas	Bexar
fungi	ascomycota	cladoniaceae	Cladonia	didyma	United States	Kentucky	Powell
animalia	brachiopoda	spirigerellidae	Composita	subquadrata	United States	Oklahoma	Adair
animalia	brachiopoda	rugosochonetidae	Dyoros	tenuis	United States	Texas	Brewster County
plantae	bryophyta	pottiaceae	Didymodon	rigidulus	Sweden	Östergötland	Västra Tollstad
plantae	charophyta	characeae	Nitella	flexilis	United States	California	Marin
plantae	bryophyta	pottiaceae	Syntrichia	caninervis	United States	Nevada	Clark County
animalia	brachiopoda	spiriferidae	Spirifer	centronatus	United States	Montana	Gallatin County
animalia	mollusca	veneridae	Chione	californiensis	United States	California	Los Angeles County
plantae	charophyta	fabaceae	Robinia	hispida	United States	Connecticut	New Haven County
plantae	bryophyta	dicranaceae	Kiaeria	blyttii	United States	New York	Essex Co.
fungi	basidiomycota	polyporaceae	Fomes	igniarius	United States	Virginia	Fairfax
animalia	annelida	nereididae	Nereis	vexillosa	United States	California	Alameda County
fungi	zygomycota	legeriomycetaceae	Pennella	montana	Costa Rica	N/A	(C.De Lamuerte)
plantae	charophyta	characeae	Tolypella	nidifica	Denmark	Limfjorden	Lf
animalia	mollusca	veneridae	Macrocallista	greeni	United States	South Carolina	Darlington County
fungi	ascomycota	parmeliaceae	Parmotrema	tinctorium	United States	Georgia	Mcintosh Co.
fungi	ascomycota	physciaceae	Physcia	stellaris	United States	Arizona	Coconino
plantae	bryophyta	dicranaceae	Dicranum	howellii	United States	Oregon	Marion
animalia	arthropoda	formicidae	Brachymyrmex	depilis	United States	Florida	Franklin County
fungi	basidiomycota	pucciniaceae	Puccinia	graminis	United States	Illinois	Marshall
fungi	basidiomycota	agaricaceae	Agaricus	abruptibulbus	United States	Iowa	Johnson
fungi	basidiomycota	pucciniaceae	Puccinia	helianthi	United States	California	Riverside
plantae	magnoliophyta	poaceae	Setaria	lutescens	United States	Mississippi	Calhoun
fungi	chytridiomycota	physodermataceae	Physoderma	pulposum	United States	North Dakota	Lamoure
animalia	chordata	cricetidae	Peromyscus	maniculatus	United States	Oregon	Umatilla County
plantae	chlorophyta	cladophoraceae	Cladophora	vagabunda	United States	Texas	Nueces
plantae	charophyta	poaceae	Panicum	boscii	United States	Connecticut	New London County
plantae	spermatophyta	fabaceae	Lupinus	perennis	United States	Minnesota	Hennepin
plantae	marchantiophyta	scapaniaceae	Diplophyllum	taxifolium	Sweden	Jämtland	Berg
plantae	magnoliophyta	poaceae	Elymus	canadensis	United States	Texas	Dickens
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Indiana	Brown
plantae	magnoliophyta	poaceae	Elymus	canadensis	United States	New York	New York Co.
animalia	echinodermata	amphiuridae	Amphipholis	pugetana	United States	Alaska	Valdez-Cordova Census Area
fungi	glomeromycota	glomeraceae	Glomus	hoi	United States	Washington	Pacific County
animalia	bryozoa	rhabdomesidae	Rhombopora	lepidodendroides	United States	Kansas	Shawnee County
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Kattegat South	Ks
plantae	chlorophyta	cladophoraceae	Rhizoclonium	riparium	Norway	Troms Og Finnmark	Tromsø
plantae	chlorophyta	caulerpaceae	Caulerpa	sertularioides	United States	Florida	Sarasota
plantae	spermatophyta	orchidaceae	Hexisea	imbricata	Mexico	Guerrero	Acapulco De Juarez
fungi	basidiomycota	agaricaceae	Agaricus	albolutescens	United States	Colorado	Boulder
plantae	bryophyta	dicranaceae	Dicranum	scoparium	United States	Virginia	New Kent Co.
fungi	basidiomycota	pucciniaceae	Puccinia	cicutae	United States	Nebraska	Merrick
fungi	basidiomycota	agaricaceae	Lepiota	clypeolaria	United States	Minnesota	Clearwater
animalia	brachiopoda	spiriferidae	Spirifer	mucronatus	United States	New York	Erie
plantae	tracheophyta	fabaceae	Psoralea	psoralioides	United States	Arkansas	Prairie County
plantae	chlorophyta	cladophoraceae	Chaetomorpha	cannabina	United States	Alaska	Kenai Peninsula Borough
