kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
animalia	mollusca	muricidae	Siratus	pliciferoides	Puerto Rico	Lajas	La Parguera	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.917', '31.458', '-inf', '-inf', '-inf']	161
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['34.792', '34.375', '-inf', '-inf', '-inf']	162
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	163
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	164
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	165
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	166
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	167
animalia	echinodermata	amphiuridae	Amphioplus	abditus	Mexico	Chiapas	Catazaja	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	168
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['34.792', '33.333', '-inf', '-inf', '-inf']	169
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['35', '34.167', '-inf', '-inf', '-inf']	170
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No, Trichapt'	['Yes', 'No', '', '', '']	['34.375', '33.75', '-inf', '-inf', '-inf']	171
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.292', '32.083', '-inf', '-inf', '-inf']	172
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes.'	['No', 'Yes', '', '', '']	['34.375', '32.292', '-inf', '-inf', '-inf']	173
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['33.333', '32.083', '-inf', '-inf', '-inf']	174
fungi	basidiomycota	polyporaceae	Trichaptum	laricinum	Mexico	Baja California	Ensenada	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['33.75', '33.333', '-inf', '-inf', '-inf']	175
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No.\n\nT'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	176
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No. Tuckerman'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	177
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Is it possible to encounter species Tuckermanopsis chlorophylla in Fresnillo, Zacatecas, Mexico? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	178
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nT'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	179
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Tuckerman'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	180
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	181
fungi	ascomycota	parmeliaceae	Tuckermanopsis	chlorophylla	Mexico	Zacatecas	Fresnillo	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	182
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	183
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Scapania'	['No', '', '', '\x00', '']	['37.917', '-inf', '-inf', '-inf', '-inf']	184
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	185
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	186
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No\n\nAccording'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	187
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	188
plantae	marchantiophyta	scapaniaceae	Scapania	nemorea	United States	Texas	Harris Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	189
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSyn'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	190
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	191
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes, it is possible'	['No', 'Yes', '', '', '']	['34.375', '33.958', '-inf', '-inf', '-inf']	192
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSyn'	['No', 'Yes', '', '', '']	['33.333', '32.083', '-inf', '-inf', '-inf']	193
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Lee County,'	['No', 'Yes', '', '', '']	['31.667', '31.042', '-inf', '-inf', '-inf']	194
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	195
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Florida	Lee County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Synchytri'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	196
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['34.375', '33.333', '-inf', '-inf', '-inf']	197
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nCh'	['No', 'Yes', '', '', '']	['33.125', '32.292', '-inf', '-inf', '-inf']	198
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.5', '31.458', '-inf', '-inf', '-inf']	199
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, there is no'	['Yes', 'No', '', '', '']	['30', '30', '-inf', '-inf', '-inf']	200
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Chara contr'	['No', '', '', '\x00', '']	['30.833', '-inf', '-inf', '-inf', '-inf']	201
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['31.25', '30.833', '-inf', '-inf', '-inf']	202
plantae	charophyta	characeae	Chara	contraria	French Polynesia	Marquesas Islands	Nuku Hiva Island	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.917', '31.042', '-inf', '-inf', '-inf']	203
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	204
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	205
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	206
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	207
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	208
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	209
animalia	bryozoa	rhabdomesidae	Rhombopora	kawabei	United States	Indiana	Washington County	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	210
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	211
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes.'	['Yes', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	212
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes. Lithophyll'	['Yes', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	213
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['31.458', '-inf', '-inf', '-inf', '-inf']	214
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Finistère'	['Yes', 'No', '', '', '']	['30.625', '29.792', '-inf', '-inf', '-inf']	215
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['31.667', '29.792', '-inf', '-inf', '-inf']	216
plantae	rhodophyta	corallinaceae	Lithophyllum	incrustans	France	Bretagne	Finistère	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['32.5', '-inf', '-inf', '-inf', '-inf']	217
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nB'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	218
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, species Branchios'	['No', '', '', '\x00', '']	['37.917', '-inf', '-inf', '-inf', '-inf']	219
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nB'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	220
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	221
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	222
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, species Branchios'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	223
animalia	annelida	syllidae	Branchiosyllis	cirropunctata	United States	Kansas	Bourbon	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nB'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	224
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSp'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	225
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	226
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	227
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	228
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No\n\nAccording'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	229
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	230
animalia	brachiopoda	spiriferidae	Spirifer	occidentalis	United States	North Carolina	Avery	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSp'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	231
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	232
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Pyxine'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	233
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	234
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Pyxine'	['No', 'Yes', '', '', '']	['31.042', '29.583', '-inf', '-inf', '-inf']	235
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nH'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	236
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	237
fungi	ascomycota	physciaceae	Pyxine	cocoës	United States	Puerto Rico	Humacao	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.083', '30.208', '-inf', '-inf', '-inf']	238
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	239
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	240
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	241
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['33.958', '32.5', '-inf', '-inf', '-inf']	242
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Puccin'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	243
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['33.75', '33.75', '-inf', '-inf', '-inf']	244
fungi	basidiomycota	pucciniaceae	Puccinia	apocrypta	United States	Colorado	Denver	Yes	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	245
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	246
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	247
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nSp'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	248
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	249
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	250
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	251
animalia	brachiopoda	spiriferidae	Spirifer	cameratus	United States	Massachusetts	Barnstable County	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No\n\nSpecies'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	252
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No. Parmotre'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	253
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Parmotre'	['No', '', '', '\x00', '']	['38.333', '-inf', '-inf', '-inf', '-inf']	254
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No. Parmotre'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	255
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	256
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No. Parmotre'	['No', 'Yes', '', '', '']	['30', '29.167', '-inf', '-inf', '-inf']	257
